scenario_id,load_scale,contingency,fault_bus,clearing_time,v_min_system,v_mean_system,is_stable
312,1.1,Line_2_3,26,0.05,0.0050293669925175095,1.0283150306543556,1
399,1.2,Line_2_3,16,0.2,-1.3679439234529424e-11,0.805035643286902,0
272,1.1,None,2,0.15,0.007458770189454832,1.0378946796239508,1
27,0.8,None,39,0.2,-0.20465603468511628,1.0073510222866884,0
261,1.0,Line_16_17,29,0.2,0.002951769090323881,1.0424338605464234,1
441,1.2,Line_16_17,29,0.2,0.0030186484081884475,1.027719083092278,1
199,1.0,None,29,0.1,0.003165708260284439,1.0460836381867689,1
392,1.2,Line_2_3,2,0.15,0.005326125494707606,1.0182646587170028,1
25,0.8,None,39,0.1,-0.20465603468511628,0.932416720407731,0
289,1.1,None,29,0.1,0.003196096035744976,1.0397908161294191,1
103,0.9,None,26,0.1,0.0049553840186446485,1.0512066907764506,1
221,1.0,Line_2_3,16,0.3,0.0058281195997785945,0.8879456692796082,0
249,1.0,Line_16_17,16,0.2,-6.01459448878166e-15,0.902559079890158,0
353,1.1,Line_16_17,29,0.3,0.002985657968242723,0.9903677723307676,0
167,0.9,Line_16_17,26,0.3,0.003825675596977813,1.0469524658053002,1
403,1.2,Line_2_3,26,0.1,0.0049192086552226795,1.0177664449700972,1
426,1.2,Line_16_17,16,0.05,0.00583521805848744,1.0277171138602827,1
393,1.2,Line_2_3,2,0.2,0.005326125494707606,1.017701835341526,1
105,0.9,None,26,0.2,0.004806841866417135,1.0500426538015566,1
333,1.1,Line_16_17,2,0.2,0.00674411198415814,1.0335181164224982,1
90,0.9,None,2,0.05,0.007399785454404903,1.0514953089496881,1
168,0.9,Line_16_17,29,0.05,0.00291642745610942,1.0500158592229827,1
405,1.2,Line_2_3,26,0.2,0.004737565316141181,1.0163194257443475,1
198,1.0,None,29,0.05,0.003165708260284439,1.0465496010838635,1
356,1.1,Line_16_17,39,0.15,-0.20456988876687793,0.9899859529927088,0
48,0.8,Line_2_3,29,0.05,0.003089393365012659,1.0532526830959126,1
147,0.9,Line_2_3,39,0.2,-0.5383996755079345,0.9827280642599304,0
104,0.9,None,26,0.15,0.004882965809194249,1.050912655194438,1
318,1.1,Line_2_3,29,0.05,0.003176210288467667,1.0287478454628274,1
200,1.0,None,29,0.15,0.003165708260284439,1.045935619473544,1
269,1.0,Line_16_17,39,0.3,-0.20461314927885382,0.996995883764624,0
251,1.0,Line_16_17,16,0.3,-3.1510253732642696e-15,0.9084063618152289,0
62,0.8,Line_16_17,2,0.15,0.006642123430473629,1.0540801038523662,1
121,0.9,Line_2_3,2,0.1,0.005311837469547428,1.0453835921559536,1
428,1.2,Line_16_17,16,0.15,-6.613658114861597e-13,0.9043091068200356,0
326,1.1,Line_2_3,39,0.15,-0.6981945504019444,0.9606392891415169,0
146,0.9,Line_2_3,39,0.15,-0.20463300087444242,1.0058186676938885,0
337,1.1,Line_16_17,16,0.1,0.00570728677804177,1.0330792574930174,1
253,1.0,Line_16_17,26,0.1,0.004144620664129406,1.0426697790171593,1
124,0.9,Line_2_3,2,0.25,0.005311837469547428,1.0446203470345177,1
60,0.8,Line_16_17,2,0.05,0.006642123430473629,1.0551533820002512,1
131,0.9,Line_2_3,16,0.3,0.0059178633585842645,0.9008584113046469,0
224,1.0,Line_2_3,26,0.15,0.004858584880696592,1.0361698882509425,1
257,1.0,Line_16_17,26,0.3,0.0037837828316092045,1.040343935425442,1
8,0.8,None,16,0.15,0.007428609881062438,1.0538548613992622,1
17,0.8,None,26,0.3,0.00464991056083026,1.0543223568348203,1
228,1.0,Line_2_3,29,0.05,0.003149837304963879,1.037663155597384,1
432,1.2,Line_16_17,26,0.05,0.004258061869414358,1.028949061154412,1
310,1.1,Line_2_3,16,0.25,-1.569269928399702e-11,0.832410637941993,0
297,1.1,None,39,0.2,-0.20453224668905035,0.9989751526432552,0
334,1.1,Line_16_17,2,0.25,0.006609421851880868,1.0328456484800042,1
18,0.8,None,29,0.05,0.003098728814653419,1.0579453584012934,1
364,1.2,None,2,0.25,0.007235372482370324,1.028654997177696,1
288,1.1,None,29,0.05,0.003196096035744976,1.040269536818742,1
86,0.8,Line_16_17,39,0.15,-0.6381052060865522,0.9806243222398587,0
416,1.2,Line_2_3,39,0.15,-0.7121928256543423,0.9282271259370678,0
341,1.1,Line_16_17,16,0.3,1.0027108002262831e-15,0.9084644085233189,0
435,1.2,Line_16_17,26,0.2,0.00399849254903186,1.0271955087271067,1
115,0.9,None,39,0.1,-0.2046176245850261,0.9861747680638603,0
141,0.9,Line_2_3,29,0.2,0.003120934504682935,1.0447157419789994,1
292,1.1,None,29,0.25,0.003196096035744976,1.0382924188597078,1
319,1.1,Line_2_3,29,0.1,0.003176210288467667,1.028279329432773,1
384,1.2,None,39,0.05,-0.2044852086176073,0.9752498366381482,0
30,0.8,Line_2_3,2,0.05,0.005304624200011427,1.0532758849211172,1
404,1.2,Line_2_3,26,0.15,0.004836093437466638,1.0173237328104425,1
132,0.9,Line_2_3,26,0.05,0.005029798034185842,1.0453156933095582,1
230,1.0,Line_2_3,29,0.15,0.003149837304963879,1.0370618207985827,1
344,1.1,Line_16_17,26,0.15,0.004087341247323679,1.0355015247635777,1
95,0.9,None,2,0.3,0.007108942341916251,1.047143296209749,1
102,0.9,None,26,0.05,0.005057355822276486,1.0519296176771225,1
171,0.9,Line_16_17,29,0.2,0.00291642745610942,1.0489688207737327,1
389,1.2,None,39,0.3,-0.2044852086176073,0.9933467743632735,0
406,1.2,Line_2_3,26,0.25,0.004612370155479544,1.015606217400396,1
182,1.0,None,2,0.15,0.007429098662683542,1.0442651326802812,1
237,1.0,Line_2_3,39,0.2,-0.2837154255528504,0.9679041915281289,0
385,1.2,None,39,0.1,-0.2044852086176073,0.97224984317641,0
372,1.2,None,26,0.05,0.005092587557652861,1.033091602875042,1
397,1.2,Line_2_3,16,0.1,0.007479644213354104,1.014989582881305,1
84,0.8,Line_16_17,39,0.05,-0.2046900997283416,1.0057877210574457,0
367,1.2,None,16,0.1,0.007889619434484463,1.0295988310590931,1
348,1.1,Line_16_17,29,0.05,0.002985657968242723,1.0366772452076367,1
246,1.0,Line_16_17,16,0.05,0.00576753991432881,1.0423890539498488,1
307,1.1,Line_2_3,16,0.1,0.007384716786561753,1.0250289317114198,1
347,1.1,Line_16_17,26,0.3,0.00373867658719365,1.0332295064651027,1
243,1.0,Line_16_17,2,0.2,0.006709159218784466,1.0405165228397848,1
65,0.8,Line_16_17,2,0.3,0.006521906075570178,1.0515986100262942,1
64,0.8,Line_16_17,2,0.25,0.006642123430473629,1.052692309248131,1
29,0.8,None,39,0.3,-0.20465603468511628,1.007288971701297,0
438,1.2,Line_16_17,29,0.05,0.0030186484081884475,1.029204908091634,1
248,1.0,Line_16_17,16,0.15,0.005397267281045915,0.976459858836793,0
43,0.8,Line_2_3,26,0.1,0.004927142250717693,1.0520575604808162,1
374,1.2,None,26,0.15,0.004901733869656688,1.031874519725372,1
123,0.9,Line_2_3,2,0.2,0.005311837469547428,1.0447981228357313,1
122,0.9,Line_2_3,2,0.15,0.005311837469547428,1.0452697552337367,1
250,1.0,Line_16_17,16,0.25,-1.4463751457403654e-11,0.9033221606407587,0
157,0.9,Line_16_17,16,0.1,0.005662590415372437,1.0475448508591159,1
293,1.1,None,29,0.3,0.0031372544774600514,0.9917325295151823,0
317,1.1,Line_2_3,26,0.3,0.004516076150517103,1.0244669894887732,1
9,0.8,None,16,0.2,0.0071312953161743456,1.0518915904147055,1
191,1.0,None,16,0.3,-0.036741469791243875,0.8581431353387964,0
165,0.9,Line_16_17,26,0.2,0.004007211517448863,1.0481689884497953,1
0,0.8,None,2,0.05,0.007370861702747682,1.0569999535176609,1
271,1.1,None,2,0.1,0.007458770189454832,1.0384226336607743,1
276,1.1,None,16,0.05,0.00800598308689555,1.0384050462620518,1
82,0.8,Line_16_17,29,0.25,0.0028793984008541515,1.0548080714893586,1
54,0.8,Line_2_3,39,0.05,-0.2046641220527921,0.9858666410281915,0
396,1.2,Line_2_3,16,0.05,0.007544897282487283,1.0170264357174732,1
284,1.1,None,26,0.15,0.004895910704062848,1.0386508843509734,1
424,1.2,Line_16_17,2,0.25,0.006593473793600583,1.0251333814728019,1
152,0.9,Line_16_17,2,0.15,0.006675190561323706,1.0480379707362404,1
259,1.0,Line_16_17,29,0.1,0.002951769090323881,1.043137386685415,1
91,0.9,None,2,0.1,0.007399785454404903,1.0506141715782658,1
256,1.0,Line_16_17,26,0.25,0.0039097442979671194,1.0412580036871282,1
1,0.8,None,2,0.1,0.007370861702747682,1.0561330333037784,1
322,1.1,Line_2_3,29,0.25,0.003176210288467667,1.0267791333911764,1
386,1.2,None,39,0.15,-0.6821437611267767,0.9755979581501574,0
369,1.2,None,16,0.2,0.007018257534606642,0.925115292005787,0
448,1.2,Line_16_17,39,0.25,-0.20452333697070157,0.9642728958865489,0
80,0.8,Line_16_17,29,0.15,0.0028793984008541515,1.0554943488249675,1
222,1.0,Line_2_3,26,0.05,0.005031249706967387,1.0372067353967862,1
58,0.8,Line_2_3,39,0.25,-0.2046641220527921,1.0058510334208552,0
408,1.2,Line_2_3,29,0.05,0.0032004482306855183,1.0188756749104906,1
391,1.2,Line_2_3,2,0.1,0.005326125494707606,1.0184446611254199,1
361,1.2,None,2,0.1,0.007488699452685077,1.0316882375191643,1
283,1.1,None,26,0.1,0.004978644906172381,1.0390507168009964,1
239,1.0,Line_2_3,39,0.3,-0.20459853354648996,0.9822646768831076,0
5,0.8,None,2,0.3,0.007161237025162369,1.0530069482219315,1
128,0.9,Line_2_3,16,0.15,0.006976729486648295,1.0413022503148965,1
270,1.1,None,2,0.05,0.007458770189454832,1.039360542833726,1
195,1.0,None,26,0.2,0.004803771715244146,1.04405750196262,1
32,0.8,Line_2_3,2,0.15,0.005304624200011427,1.0527557598700377,1
197,1.0,None,26,0.3,0.004571006108211469,1.0423824816311527,1
409,1.2,Line_2_3,29,0.1,0.0032004482306855183,1.0183854068237403,1
305,1.1,Line_2_3,2,0.3,0.0049653845222986945,1.0265979194611807,1
24,0.8,None,39,0.05,-0.20465603468511628,1.0037765075500296,0
411,1.2,Line_2_3,29,0.2,0.0032004482306855183,1.0173170602424089,1
78,0.8,Line_16_17,29,0.05,0.0028793984008541515,1.0560088684959854,1
70,0.8,Line_16_17,16,0.25,-5.384613958595965e-12,0.904240846095641,0
252,1.0,Line_16_17,26,0.05,0.004231415531722603,1.0432817212000476,1
56,0.8,Line_2_3,39,0.15,-0.282435342690365,0.7615084027777773,0
46,0.8,Line_2_3,26,0.25,0.004745234089650675,1.0506558286304437,1
383,1.2,None,29,0.3,-4.4141598999855e-19,0.962804223466474,0
298,1.1,None,39,0.25,-0.20453224668905035,0.9989751526432552,0
204,1.0,None,39,0.05,-0.20457637349068955,0.992938827862677,0
260,1.0,Line_16_17,29,0.15,0.002951769090323881,1.0430001125652584,1
299,1.1,None,39,0.3,-0.20453224668905035,0.9989751526432552,0
345,1.1,Line_16_17,26,0.2,0.004001845373644297,1.0347001691535993,1
219,1.0,Line_2_3,16,0.2,0.006740740711914149,1.029893324139966,1
134,0.9,Line_2_3,26,0.15,0.004863850055877396,1.0443397433789023,1
126,0.9,Line_2_3,16,0.05,0.007271851433530426,1.0439339442471323,1
425,1.2,Line_16_17,2,0.3,0.006315301704263915,1.0232689754521047,1
275,1.1,None,2,0.3,0.006999951541358163,1.0338680051316969,1
234,1.0,Line_2_3,39,0.05,-0.20459853354648996,0.9739077072845079,0
329,1.1,Line_2_3,39,0.3,-0.2045605599261699,0.9679655043112192,0
442,1.2,Line_16_17,29,0.25,0.0030186484081884475,1.026774140012487,1
73,0.8,Line_16_17,26,0.1,0.004120422590194177,1.0550621883088727,1
395,1.2,Line_2_3,2,0.3,0.004836040258110579,1.016493040971229,1
202,1.0,None,29,0.25,0.003165708260284439,1.0449052220863804,1
255,1.0,Line_16_17,26,0.2,0.004004701990237651,1.0416745399275773,1
336,1.1,Line_16_17,16,0.05,0.005800802740044534,1.0353563206037313,1
340,1.1,Line_16_17,16,0.25,0.004500595711427026,0.942968439835397,0
205,1.0,None,39,0.1,-0.7110274746254852,0.9787311941902053,0
290,1.1,None,29,0.15,0.003196096035744976,1.0395821027945111,1
108,0.9,None,29,0.05,0.0031333118747397474,1.052430006835878,1
117,0.9,None,39,0.2,-0.2046176245850261,1.0090659451465962,0
28,0.8,None,39,0.25,-0.20465603468511628,1.007288971701297,0
33,0.8,Line_2_3,2,0.2,0.005304624200011427,1.052301914471567,1
137,0.9,Line_2_3,26,0.3,0.004625578919829705,1.042051217857993,1
449,1.2,Line_16_17,39,0.3,-0.20452333697070157,0.9642728958865489,0
161,0.9,Line_16_17,16,0.3,0.0042498545986000185,0.945446278653211,0
433,1.2,Line_16_17,26,0.1,0.004170068826833705,1.02833531876091,1
236,1.0,Line_2_3,39,0.15,-0.7013050082927417,0.9616235546522687,0
166,0.9,Line_16_17,26,0.25,0.003928095761160181,1.047801565754902,1
285,1.1,None,26,0.2,0.004800075485650512,1.037646171806649,1
444,1.2,Line_16_17,39,0.05,-0.20452333697070157,0.9852045719064745,0
138,0.9,Line_2_3,29,0.05,0.003120934504682935,1.0457934698390172,1
371,1.2,None,16,0.3,0.005507972168029038,0.880613916468959,0
418,1.2,Line_2_3,39,0.25,-0.20451885380378407,0.9666053175884559,0
87,0.8,Line_16_17,39,0.2,-0.2046900997283416,0.9991032718705275,0
311,1.1,Line_2_3,16,0.3,-1.1581989783015273e-13,0.834180268405799,0
423,1.2,Line_16_17,2,0.2,0.006780084454349839,1.0259748957166257,1
273,1.1,None,2,0.2,0.007451048594049153,1.0365966498471306,1
368,1.2,None,16,0.15,0.007512236804007852,1.0265246303360815,1
331,1.1,Line_16_17,2,0.1,0.00674411198415814,1.0350374077241955,1
36,0.8,Line_2_3,16,0.05,0.00719016423835134,1.0513783172303712,1
349,1.1,Line_16_17,29,0.1,0.002985657968242723,1.0362188849860767,1
421,1.2,Line_16_17,2,0.1,0.006780084454349839,1.0275801254080492,1
136,0.9,Line_2_3,26,0.25,0.004720355788893253,1.043059501954725,1
343,1.1,Line_16_17,26,0.1,0.004157255348769039,1.0357754427008559,1
107,0.9,None,26,0.3,0.0046117445454094685,1.0485612440921264,1
181,1.0,None,2,0.1,0.007429098662683542,1.0447224599876324,1
189,1.0,None,16,0.2,0.007076053201795125,0.9427960134076663,0
325,1.1,Line_2_3,39,0.1,-0.2045605599261699,0.9669575798462825,0
83,0.8,Line_16_17,29,0.3,0.0028793984008541515,1.054162689585678,1
400,1.2,Line_2_3,16,0.25,-6.545228303509921e-11,0.841315792872025,0
